vessel_name,full_date,scheduled_departure,avg_temperature,avg_dew_point_temperature,avg_relative_humidity,avg_wind_direction,avg_wind_speed,avg_visibility,avg_station_pressure,delay_indicator
Coastal Reissance,2017/1/22,17:00:00,6.55,4.65,87.5,15,5,24.1,100.04,0
Queen of Cumberland,2017/1/22,18:25:00,6.15,4.4,88.5,20,7.5,24.1,100.065,0
Bowen Queen,2017/1/22,19:00:00,6.5,4.4,86.5,40,10,24.1,100.1,0
Mayne Queen,2017/1/22,19:10:00,6.5,4.4,86.5,40,10,24.1,100.1,0
Coastal Celebration,2017/1/22,19:00:00,6.5,4.4,86.5,40,10,24.1,100.1,0
Coastal Reissance,2017/1/22,21:00:00,6.4,3.7,83,40,7,24.1,100.16,0
Bowen Queen,2017/1/22,21:00:00,6.4,3.7,83,40,7,24.1,100.16,0
Queen of Cumberland,2017/1/23,5:20:00,4.7,2.9,88,360,10,24.1,100.68,0
Mayne Queen,2017/1/23,5:10:00,4.7,2.9,88,360,10,24.1,100.68,0
Bowen Queen,2017/1/23,7:00:00,4.95,2.55,84.5,360,4,24.1,100.82,0
Coastal Celebration,2017/1/23,7:00:00,4.95,2.55,84.5,360,4,24.1,100.82,0
Bowen Queen,2017/1/23,8:35:00,4.9,2.4,84,185,3.5,24.1,100.915,0
Coastal Reissance,2017/1/23,9:00:00,5.05,2.75,85,185,5.5,24.1,101.01,0
Mayne Queen,2017/1/23,9:10:00,5.05,2.75,85,185,5.5,24.1,101.01,0
Queen of Cumberland,2017/1/23,9:00:00,5.05,2.75,85,185,5.5,24.1,101.01,0
Bowen Queen,2017/1/23,10:25:00,5.8,3.15,83,360,8,24.1,101.075,0
Coastal Celebration,2017/1/23,11:00:00,6.45,3.45,81,290,10,24.1,101.105,0
Queen of Cumberland,2017/1/23,11:00:00,6.45,3.45,81,290,10,24.1,101.105,0
Bowen Queen,2017/1/23,13:25:00,6.65,3.95,83,225,9.5,24.1,101.155,0
Coastal Reissance,2017/1/23,13:00:00,6.65,3.95,83,225,9.5,24.1,101.155,0
Mayne Queen,2017/1/23,14:50:00,7.15,4.1,81,230,9.5,24.1,101.185,0
Queen of Cumberland,2017/1/23,14:15:00,7.15,4.1,81,230,9.5,24.1,101.185,0
Coastal Celebration,2017/1/23,15:00:00,7.3,4.1,80,225,10.5,24.1,101.235,0
Bowen Queen,2017/1/23,15:00:00,7.3,4.1,80,225,10.5,24.1,101.235,0
Queen of Cumberland,2017/1/23,16:15:00,7,4.25,82.5,225,12,24.1,101.29,0
Coastal Reissance,2017/1/23,17:00:00,6.7,4.1,83.5,240,10.5,24.1,101.34,0
Bowen Queen,2017/1/23,17:00:00,6.7,4.1,83.5,240,10.5,24.1,101.34,0
Queen of Cumberland,2017/1/23,18:30:00,5.95,3.75,86,240,6,24.1,101.385,0
Mayne Queen,2017/1/23,19:40:00,4.9,3.25,89,285,3.5,24.1,101.41,0
Coastal Celebration,2017/1/23,19:00:00,4.9,3.25,89,285,3.5,24.1,101.41,0
Bowen Queen,2017/1/23,19:00:00,4.9,3.25,89,285,3.5,24.1,101.41,0
Coastal Reissance,2017/1/23,21:00:00,3.9,2.4,90,360,3,24.1,101.46,0
Bowen Queen,2017/1/23,21:00:00,3.9,2.4,90,360,3,24.1,101.46,0
Queen of Cumberland,2017/1/24,5:20:00,0.4,-0.6,93,350,8,24.1,101.86,0
Mayne Queen,2017/1/24,5:10:00,0.4,-0.6,93,350,8,24.1,101.86,0
Coastal Celebration,2017/1/24,7:00:00,1.15,0.15,93,195,6,24.1,101.91,0
Bowen Queen,2017/1/24,7:00:00,1.15,0.15,93,195,6,24.1,101.91,1
Bowen Queen,2017/1/24,8:35:00,1.7,0.5,91.5,360,4,24.1,101.955,1
Coastal Reissance,2017/1/24,9:00:00,2.8,1.35,90,195,2,24.1,102,0
Queen of Cumberland,2017/1/24,9:00:00,2.8,1.35,90,195,2,24.1,102,0
Mayne Queen,2017/1/24,9:10:00,2.8,1.35,90,195,2,24.1,102,0
Bowen Queen,2017/1/24,10:25:00,3.95,2.35,89,185,3.5,24.1,102.05,0
Queen of Cumberland,2017/1/24,11:00:00,4.85,2.75,86,350,5.5,24.1,102.085,0
Coastal Celebration,2017/1/24,11:00:00,4.85,2.75,86,350,5.5,24.1,102.085,0
Coastal Reissance,2017/1/24,13:00:00,6.1,2.6,78,270,5,24.1,102.055,0
Bowen Queen,2017/1/24,13:25:00,6.1,2.6,78,270,5,24.1,102.055,0
Queen of Cumberland,2017/1/24,14:15:00,6.4,2.95,78.5,190,6,24.1,102.065,0
Mayne Queen,2017/1/24,14:50:00,6.4,2.95,78.5,190,6,24.1,102.065,0
Coastal Celebration,2017/1/24,15:00:00,6.25,2.9,79,120,7,24.1,102.095,0
Bowen Queen,2017/1/24,15:00:00,6.25,2.9,79,120,7,24.1,102.095,0
Queen of Cumberland,2017/1/24,16:15:00,6.05,2.7,79,60,7,24.1,102.14,0
Bowen Queen,2017/1/24,17:00:00,5.8,2.95,82,45,4.5,24.1,102.175,0
Coastal Reissance,2017/1/24,17:00:00,5.8,2.95,82,45,4.5,24.1,102.175,0
Queen of Cumberland,2017/1/24,18:30:00,5.7,3.4,85,55,5.5,24.1,102.19,0
Mayne Queen,2017/1/24,19:40:00,5,3.05,87,210,8,24.1,102.215,0
Coastal Celebration,2017/1/24,19:00:00,5,3.05,87,210,8,24.1,102.215,0
Bowen Queen,2017/1/24,19:00:00,5,3.05,87,210,8,24.1,102.215,0
Bowen Queen,2017/1/24,21:00:00,4.4,2.6,88,360,7,24.1,102.24,0
Coastal Reissance,2017/1/24,21:00:00,4.4,2.6,88,360,7,24.1,102.24,0
Queen of Cumberland,2017/1/25,5:20:00,4.3,3,91,360,7,24.1,102.35,0
Mayne Queen,2017/1/25,5:10:00,4.3,3,91,360,7,24.1,102.35,0
Coastal Celebration,2017/1/25,7:00:00,4.3,2.95,91,360,6,24.1,102.395,0
Bowen Queen,2017/1/25,7:00:00,4.3,2.95,91,360,6,24.1,102.395,0
Bowen Queen,2017/1/25,8:35:00,4.65,3.1,89.5,185,5.5,24.1,102.435,0
Queen of Cumberland,2017/1/25,9:00:00,5.2,3.35,87.5,40,7,20.1,102.47,0
Mayne Queen,2017/1/25,9:10:00,5.2,3.35,87.5,40,7,20.1,102.47,0
Coastal Reissance,2017/1/25,9:00:00,5.2,3.35,87.5,40,7,20.1,102.47,0
Bowen Queen,2017/1/25,10:25:00,5.85,3.55,85,65,8.5,16.1,102.5,0
Queen of Cumberland,2017/1/25,11:00:00,6.15,3.55,83.5,210,5.5,16.1,102.505,0
Coastal Celebration,2017/1/25,11:00:00,6.15,3.55,83.5,210,5.5,16.1,102.505,0
Bowen Queen,2017/1/25,13:25:00,6.6,3.2,79,160,5.5,20.1,102.495,0
Coastal Reissance,2017/1/25,13:00:00,6.6,3.2,79,160,5.5,20.1,102.495,0
Mayne Queen,2017/1/25,14:50:00,6.6,3.15,78.5,85,9.5,16.1,102.505,0
Queen of Cumberland,2017/1/25,14:15:00,6.6,3.15,78.5,85,9.5,16.1,102.505,0
Coastal Celebration,2017/1/25,15:00:00,6.45,3.2,79.5,95,9.5,16.1,102.54,0
Bowen Queen,2017/1/25,15:00:00,6.45,3.2,79.5,95,9.5,16.1,102.54,0
Queen of Cumberland,2017/1/25,16:15:00,6.25,3.35,81.5,110,6.5,16.1,102.585,0
Bowen Queen,2017/1/25,17:00:00,6.25,3.45,82,105,5,20.1,102.605,0
Coastal Reissance,2017/1/25,17:00:00,6.25,3.45,82,105,5,20.1,102.605,0
Queen of Cumberland,2017/1/25,18:30:00,6.3,3.65,83,230,4,24.1,102.63,0
Mayne Queen,2017/1/25,19:40:00,6.1,3.7,84.5,345,5.5,20.1,102.665,0
Coastal Celebration,2017/1/25,19:00:00,6.1,3.7,84.5,345,5.5,20.1,102.665,0
Bowen Queen,2017/1/25,19:00:00,6.1,3.7,84.5,345,5.5,20.1,102.665,0
Coastal Reissance,2017/1/25,21:00:00,5.7,3.4,85,360,7,16.1,102.7,0
Bowen Queen,2017/1/25,21:00:00,5.7,3.4,85,360,7,16.1,102.7,0
Queen of Cumberland,2017/1/26,5:20:00,3.4,2.5,94,360,5,24.1,103.09,0
Mayne Queen,2017/1/26,5:10:00,3.4,2.5,94,360,5,24.1,103.09,0
Bowen Queen,2017/1/26,7:00:00,4.1,2.85,91.5,360,4.5,24.1,103.2,0
Coastal Celebration,2017/1/26,7:00:00,4.1,2.85,91.5,360,4.5,24.1,103.2,0
Bowen Queen,2017/1/26,8:35:00,5,3.3,88.5,195,3,24.1,103.235,0
Coastal Reissance,2017/1/26,9:00:00,5.25,3.5,88.5,30,5.5,20.1,103.295,0
Queen of Cumberland,2017/1/26,9:00:00,5.25,3.5,88.5,30,5.5,20.1,103.295,0
Mayne Queen,2017/1/26,9:10:00,5.25,3.5,88.5,30,5.5,20.1,103.295,0
Bowen Queen,2017/1/26,10:25:00,5.75,3.75,87,40,7.5,16.1,103.365,0
Coastal Celebration,2017/1/26,11:00:00,6.35,3.8,83.5,50,7.5,16.1,103.39,0
Queen of Cumberland,2017/1/26,11:00:00,6.35,3.8,83.5,50,7.5,16.1,103.39,0
Bowen Queen,2017/1/26,13:25:00,7.2,3.55,77.5,50,6,16.1,103.34,0
Coastal Reissance,2017/1/26,13:00:00,7.2,3.55,77.5,50,6,16.1,103.34,0
Queen of Cumberland,2017/1/26,14:15:00,7.4,3.6,76.5,50,7.5,20.1,103.37,0
Mayne Queen,2017/1/26,14:50:00,7.4,3.6,76.5,50,7.5,20.1,103.37,0
Bowen Queen,2017/1/26,15:00:00,7.35,3.7,77.5,35,6,24.1,103.42,0
Coastal Celebration,2017/1/26,15:00:00,7.35,3.7,77.5,35,6,24.1,103.42,1
Queen of Cumberland,2017/1/26,16:15:00,7.1,3.7,79,45,5.5,24.1,103.455,0
Bowen Queen,2017/1/26,17:00:00,6.75,3.75,81,40,7.5,24.1,103.475,0
Coastal Reissance,2017/1/26,17:00:00,6.75,3.75,81,40,7.5,24.1,103.475,0
Queen of Cumberland,2017/1/26,18:30:00,6.6,3.8,82,35,8.5,24.1,103.465,0
Mayne Queen,2017/1/26,19:40:00,6.3,3.85,84,200,7.5,24.1,103.47,0
Bowen Queen,2017/1/26,19:00:00,6.3,3.85,84,200,7.5,24.1,103.47,0
Coastal Celebration,2017/1/26,19:00:00,6.3,3.85,84,200,7.5,24.1,103.47,0
Coastal Reissance,2017/1/26,21:00:00,5.5,3.5,87,340,7,24.1,103.53,0
Bowen Queen,2017/1/26,21:00:00,5.5,3.5,87,340,7,24.1,103.53,0
Mayne Queen,2017/1/27,5:10:00,6.4,3.7,83,50,4,24.1,103.67,0
Queen of Cumberland,2017/1/27,5:20:00,6.4,3.7,83,50,4,24.1,103.67,0
Coastal Celebration,2017/1/27,7:00:00,6.5,3.9,83.5,55,6.5,24.1,103.71,0
Bowen Queen,2017/1/27,7:00:00,6.5,3.9,83.5,55,6.5,24.1,103.71,0
Bowen Queen,2017/1/27,8:35:00,6.45,3.7,82.5,35,6,24.1,103.75,0
Coastal Reissance,2017/1/27,9:00:00,6.5,3.4,80.5,25,7.5,24.1,103.81,0
Mayne Queen,2017/1/27,9:10:00,6.5,3.4,80.5,25,7.5,24.1,103.81,0
Queen of Cumberland,2017/1/27,9:00:00,6.5,3.4,80.5,25,7.5,24.1,103.81,0
Bowen Queen,2017/1/27,10:25:00,6.65,3.35,79.5,45,9,24.1,103.83,0
Queen of Cumberland,2017/1/27,11:00:00,6.75,3.3,78.5,80,11.5,24.1,103.795,0
Coastal Celebration,2017/1/27,11:00:00,6.75,3.3,78.5,80,11.5,24.1,103.795,0
Spirit of British Columbia,2017/1/27,12:00:00,7,3.45,78,75,10.5,24.1,103.76,0
Coastal Reissance,2017/1/27,13:00:00,7.4,3.55,76.5,40,9,24.1,103.74,0
Bowen Queen,2017/1/27,13:25:00,7.4,3.55,76.5,40,9,24.1,103.74,0
Queen of Cumberland,2017/1/27,14:15:00,7.9,2.9,70.5,55,11,24.1,103.695,0
Mayne Queen,2017/1/27,14:50:00,7.9,2.9,70.5,55,11,24.1,103.695,0
Bowen Queen,2017/1/27,15:00:00,8.1,2.5,67.5,220,10.5,24.1,103.675,0
Coastal Celebration,2017/1/27,15:00:00,8.1,2.5,67.5,220,10.5,24.1,103.675,0
Spirit of British Columbia,2017/1/27,16:00:00,7.9,2.9,70.5,190,7.5,24.1,103.685,0
Queen of Cumberland,2017/1/27,16:15:00,7.9,2.9,70.5,190,7.5,24.1,103.685,0
Coastal Reissance,2017/1/27,17:00:00,7.6,3.1,73,190,8,24.1,103.66,0
Bowen Queen,2017/1/27,17:00:00,7.6,3.1,73,190,8,24.1,103.66,0
Queen of Cumberland,2017/1/27,18:30:00,7.15,3.3,76.5,350,11,24.1,103.62,0
Mayne Queen,2017/1/27,19:40:00,6.9,3.15,77,180,10,24.1,103.595,0
Bowen Queen,2017/1/27,19:00:00,6.9,3.15,77,180,10,24.1,103.595,0
Coastal Celebration,2017/1/27,19:00:00,6.9,3.15,77,180,10,24.1,103.595,0
Bowen Queen,2017/1/27,21:00:00,6.8,2.7,75,350,7,24.1,103.61,0
Coastal Reissance,2017/1/27,21:00:00,6.8,2.7,75,350,7,24.1,103.61,0
Mayne Queen,2017/1/28,5:40:00,4.9,1.9,81,360,5,24.1,103.55,0
Queen of Cumberland,2017/1/28,5:50:00,4.9,1.9,81,360,5,24.1,103.55,0
Bowen Queen,2017/1/28,7:00:00,4.1,1.6,84,20,8,24.1,103.51,0
Coastal Celebration,2017/1/28,7:00:00,4.1,1.6,84,20,8,24.1,103.51,0
Mayne Queen,2017/1/28,8:15:00,3.7,1.55,86,180,8.5,24.1,103.54,0
Queen of Cumberland,2017/1/28,9:35:00,4.25,1.95,85,180,7.5,24.1,103.57,0
Bowen Queen,2017/1/28,9:00:00,4.25,1.95,85,180,7.5,24.1,103.57,0
Spirit of British Columbia,2017/1/28,9:00:00,4.25,1.95,85,180,7.5,24.1,103.57,0
Coastal Celebration,2017/1/28,11:00:00,6.65,3.05,78,220,4.5,24.1,103.555,0
Bowen Queen,2017/1/28,11:00:00,6.65,3.05,78,220,4.5,24.1,103.555,0
Spirit of British Columbia,2017/1/28,13:00:00,7.6,2.5,70,75,6,24.1,103.425,0
Bowen Queen,2017/1/28,13:00:00,7.6,2.5,70,75,6,24.1,103.425,0
Queen of Cumberland,2017/1/28,14:30:00,7.4,1.9,68,65,4,24.1,103.38,0
Coastal Celebration,2017/1/28,15:00:00,7.4,2.1,69,50,3.5,24.1,103.33,0
Bowen Queen,2017/1/28,15:00:00,7.4,2.1,69,50,3.5,24.1,103.33,0
Mayne Queen,2017/1/28,16:00:00,7.25,2.55,72,210,3.5,24.1,103.28,0
Bowen Queen,2017/1/28,17:00:00,6.75,2.55,74.5,360,3,24.1,103.25,0
Spirit of British Columbia,2017/1/28,17:00:00,6.75,2.55,74.5,360,3,24.1,103.25,0
Queen of Cumberland,2017/1/28,18:35:00,5.95,2.4,78,360,4,24.1,103.23,0
Mayne Queen,2017/1/28,19:10:00,5.05,2.15,81.5,190,6,24.1,103.215,0
Coastal Celebration,2017/1/28,19:00:00,5.05,2.15,81.5,190,6,24.1,103.215,0
Bowen Queen,2017/1/28,19:00:00,5.05,2.15,81.5,190,6,24.1,103.215,0
Bowen Queen,2017/1/28,21:00:00,3.4,1.5,87,340,9,24.1,103.18,0
Spirit of British Columbia,2017/1/28,21:00:00,3.4,1.5,87,340,9,24.1,103.18,0
Mayne Queen,2017/1/29,6:00:00,3.2,1.85,91,170,6.5,24.1,102.775,0
Queen of Cumberland,2017/1/29,6:25:00,3.2,1.85,91,170,6.5,24.1,102.775,0
Coastal Celebration,2017/1/29,7:00:00,3.4,1.9,90,315,7.5,24.1,102.725,0
Bowen Queen,2017/1/29,9:00:00,4.85,3.35,90,230,8,24.1,102.665,0
Queen of Cumberland,2017/1/29,9:35:00,4.85,3.35,90,230,8,24.1,102.665,0
Coastal Reissance,2017/1/29,9:00:00,4.85,3.35,90,230,8,24.1,102.665,0
Bowen Queen,2017/1/29,11:00:00,6.7,4,83,270,7.5,16.9,102.755,0
Coastal Celebration,2017/1/29,11:00:00,6.7,4,83,270,7.5,16.9,102.755,0
Spirit of British Columbia,2017/1/29,12:00:00,6.75,4.55,86,175,11,16.9,102.705,0
Bowen Queen,2017/1/29,13:00:00,7.5,4.6,82,165,9.5,24.1,102.67,0
Coastal Reissance,2017/1/29,13:00:00,7.5,4.6,82,165,9.5,24.1,102.67,0
Queen of Cumberland,2017/1/29,14:40:00,8.95,5.5,79,205,17.5,24.1,102.695,0
Mayne Queen,2017/1/29,14:15:00,8.95,5.5,79,205,17.5,24.1,102.695,0
Bowen Queen,2017/1/29,15:00:00,9.65,6.4,80,245,24,24.1,102.79,0
Coastal Celebration,2017/1/29,15:00:00,9.65,6.4,80,245,24,24.1,102.79,1
Spirit of British Columbia,2017/1/29,16:00:00,9.3,5.8,78.5,250,26.5,24.1,102.865,0
Mayne Queen,2017/1/29,17:25:00,9,5.4,78,255,25.5,24.1,102.915,0
Coastal Reissance,2017/1/29,17:00:00,9,5.4,78,255,25.5,24.1,102.915,0
Bowen Queen,2017/1/29,17:00:00,9,5.4,78,255,25.5,24.1,102.915,0
Queen of Cumberland,2017/1/29,18:25:00,8.5,5.55,81.5,250,23,24.1,102.965,0
Mayne Queen,2017/1/29,19:10:00,8.1,5.95,86,250,25.5,24.1,102.965,0
Bowen Queen,2017/1/29,19:00:00,8.1,5.95,86,250,25.5,24.1,102.965,0
Coastal Celebration,2017/1/29,19:00:00,8.1,5.95,86,250,25.5,24.1,102.965,0
Coastal Reissance,2017/1/29,21:00:00,7.9,5.7,86,230,14,24.1,103.1,0
Bowen Queen,2017/1/29,21:00:00,7.9,5.7,86,230,14,24.1,103.1,0
Mayne Queen,2017/1/30,5:10:00,1.6,0.7,94,360,2,24.1,103,0
Queen of Cumberland,2017/1/30,5:20:00,1.6,0.7,94,360,2,24.1,103,0
Bowen Queen,2017/1/30,7:00:00,1.9,0.85,93,345,3,24.1,102.995,0
Coastal Celebration,2017/1/30,7:00:00,1.9,0.85,93,345,3,24.1,102.995,0
Bowen Queen,2017/1/30,8:35:00,2.8,1.55,91.5,350,2.5,24.1,102.98,0
Queen of Cumberland,2017/1/30,9:00:00,3.45,2,90,360,3.5,24.1,102.98,0
Coastal Reissance,2017/1/30,9:00:00,3.45,2,90,360,3.5,24.1,102.98,0
Mayne Queen,2017/1/30,9:10:00,3.45,2,90,360,3.5,24.1,102.98,0
Bowen Queen,2017/1/30,10:25:00,4.3,1.65,83,355,5,24.1,102.97,0
Queen of Cumberland,2017/1/30,11:00:00,5.45,1,73,355,9,24.1,102.94,0
Coastal Celebration,2017/1/30,11:00:00,5.45,1,73,355,9,24.1,102.94,0
Bowen Queen,2017/1/30,13:25:00,6.05,0.55,67.5,360,14.5,24.1,102.855,0
Coastal Reissance,2017/1/30,13:00:00,6.05,0.55,67.5,360,14.5,24.1,102.855,0
Mayne Queen,2017/1/30,14:50:00,6,0.5,67.5,360,15,24.1,102.78,0
Queen of Cumberland,2017/1/30,14:15:00,6,0.5,67.5,360,15,24.1,102.78,0
Coastal Celebration,2017/1/30,15:00:00,5.9,0.6,68.5,185,13,24.1,102.71,0
Bowen Queen,2017/1/30,15:00:00,5.9,0.6,68.5,185,13,24.1,102.71,0
Queen of Cumberland,2017/1/30,16:15:00,5.75,0.55,69,10,9.5,24.1,102.655,0
Bowen Queen,2017/1/30,17:00:00,5.45,0.25,69,180,9.5,24.1,102.59,0
Coastal Reissance,2017/1/30,17:00:00,5.45,0.25,69,180,9.5,24.1,102.59,0
Queen of Cumberland,2017/1/30,18:30:00,5.1,0.3,71,350,9,24.1,102.555,0
Coastal Celebration,2017/1/30,19:00:00,4.85,0.55,73.5,350,8.5,24.1,102.535,0
Mayne Queen,2017/1/30,19:40:00,4.85,0.55,73.5,350,8.5,24.1,102.535,0
Bowen Queen,2017/1/30,19:00:00,4.85,0.55,73.5,350,8.5,24.1,102.535,0
Coastal Reissance,2017/1/30,21:00:00,4.7,0.1,72,340,9,24.1,102.5,0
Bowen Queen,2017/1/30,21:00:00,4.7,0.1,72,340,9,24.1,102.5,0
Mayne Queen,2017/1/31,5:10:00,2,-5.2,59,340,6,24.1,102.53,0
Queen of Cumberland,2017/1/31,5:20:00,2,-5.2,59,340,6,24.1,102.53,0
Coastal Celebration,2017/1/31,7:00:00,2.1,-5.2,58.5,335,8.5,24.1,102.58,0
Bowen Queen,2017/1/31,7:00:00,2.1,-5.2,58.5,335,8.5,24.1,102.58,0
Bowen Queen,2017/1/31,8:35:00,2.55,-4.55,59.5,335,9.5,24.1,102.6,0
Queen of Cumberland,2017/1/31,9:00:00,3.4,-3.5,60.5,335,11.5,24.1,102.625,0
Coastal Reissance,2017/1/31,9:00:00,3.4,-3.5,60.5,335,11.5,24.1,102.625,0
Mayne Queen,2017/1/31,9:10:00,3.4,-3.5,60.5,335,11.5,24.1,102.625,0
Bowen Queen,2017/1/31,10:25:00,4.4,-3.8,55.5,345,15,24.1,102.64,0
Queen of Cumberland,2017/1/31,11:00:00,5.1,-5.05,48,190,16.5,24.1,102.635,0
Coastal Celebration,2017/1/31,11:00:00,5.1,-5.05,48,190,16.5,24.1,102.635,0
Bowen Queen,2017/1/31,13:25:00,5.55,-7.2,39.5,185,19.5,24.1,102.605,0
Coastal Reissance,2017/1/31,13:00:00,5.55,-7.2,39.5,185,19.5,24.1,102.605,0
Queen of Cumberland,2017/1/31,14:15:00,5.65,-7.25,39,15,20.5,24.1,102.595,0
Mayne Queen,2017/1/31,14:50:00,5.65,-7.25,39,15,20.5,24.1,102.595,0
Bowen Queen,2017/1/31,15:00:00,5.65,-7.4,38.5,15,19,24.1,102.61,0
Coastal Celebration,2017/1/31,15:00:00,5.65,-7.4,38.5,15,19,24.1,102.61,0
Queen of Cumberland,2017/1/31,16:15:00,5.3,-7.1,40.5,180,16.5,24.1,102.655,0
Bowen Queen,2017/1/31,17:00:00,4.5,-6.9,43.5,355,14.5,24.1,102.71,0
Coastal Reissance,2017/1/31,17:00:00,4.5,-6.9,43.5,355,14.5,24.1,102.71,0
Queen of Cumberland,2017/1/31,18:30:00,3.9,-7,45,355,12.5,24.1,102.745,0
Bowen Queen,2017/1/31,19:00:00,4.25,-9.3,37.5,200,11,24.1,102.77,0
Coastal Celebration,2017/1/31,19:00:00,4.25,-9.3,37.5,200,11,24.1,102.77,0
Mayne Queen,2017/1/31,19:40:00,4.25,-9.3,37.5,200,11,24.1,102.77,0
Coastal Reissance,2017/1/31,21:00:00,4.2,-10.7,33,30,16,24.1,102.79,0
Bowen Queen,2017/1/31,21:00:00,4.2,-10.7,33,30,16,24.1,102.79,0
Queen of Cumberland,2017/2/1,5:20:00,2.1,-10.5,39,50,23,24.1,102.92,0
Mayne Queen,2017/2/1,5:10:00,2.1,-10.5,39,50,23,24.1,102.92,0
Coastal Celebration,2017/2/1,7:00:00,2.1,-10,40.5,35,21,24.1,102.86,0
Bowen Queen,2017/2/1,7:00:00,2.1,-10,40.5,35,21,24.1,102.86,0
Bowen Queen,2017/2/1,8:35:00,2.3,-9.5,41.5,35,20,24.1,102.835,0
Mayne Queen,2017/2/1,9:10:00,2.65,-9.85,39.5,45,21.5,24.1,102.83,0
Coastal Reissance,2017/2/1,9:00:00,2.65,-9.85,39.5,45,21.5,24.1,102.83,0
Queen of Cumberland,2017/2/1,9:00:00,2.65,-9.85,39.5,45,21.5,24.1,102.83,0
Bowen Queen,2017/2/1,10:25:00,3.15,-10.05,37.5,50,23,24.1,102.84,0
Coastal Celebration,2017/2/1,11:00:00,3.75,-10.2,35.5,55,24.5,24.1,102.815,0
Queen of Cumberland,2017/2/1,11:00:00,3.75,-10.2,35.5,55,24.5,24.1,102.815,0
Coastal Reissance,2017/2/1,13:00:00,4.8,-9.8,34,45,15,24.1,102.67,0
Bowen Queen,2017/2/1,13:25:00,4.8,-9.8,34,45,15,24.1,102.67,0
Mayne Queen,2017/2/1,14:50:00,5.2,-9.8,33,35,15,24.1,102.61,0
Queen of Cumberland,2017/2/1,14:15:00,5.2,-9.8,33,35,15,24.1,102.61,0
Coastal Celebration,2017/2/1,15:00:00,5.35,-10.05,32,35,18,24.1,102.585,0
Bowen Queen,2017/2/1,15:00:00,5.35,-10.05,32,35,18,24.1,102.585,1
Queen of Cumberland,2017/2/1,16:15:00,5.2,-10.4,31.5,40,19,24.1,102.565,0
Bowen Queen,2017/2/1,17:00:00,5.05,-10.35,32,45,16.5,24.1,102.555,0
Coastal Reissance,2017/2/1,17:00:00,5.05,-10.35,32,45,16.5,24.1,102.555,1
Queen of Cumberland,2017/2/1,18:30:00,4.95,-10.65,31.5,45,14,24.1,102.55,0
Mayne Queen,2017/2/1,19:40:00,4.65,-10.9,31.5,45,14.5,24.1,102.555,0
Bowen Queen,2017/2/1,19:00:00,4.65,-10.9,31.5,45,14.5,24.1,102.555,0
Coastal Celebration,2017/2/1,19:00:00,4.65,-10.9,31.5,45,14.5,24.1,102.555,0
Bowen Queen,2017/2/1,21:00:00,4.2,-10,35,50,12,24.1,102.56,0
Coastal Reissance,2017/2/1,21:00:00,4.2,-10,35,50,12,24.1,102.56,0
Mayne Queen,2017/2/2,5:10:00,2.3,-10.3,39,50,13,24.1,102.41,0
Queen of Cumberland,2017/2/2,5:20:00,2.3,-10.3,39,50,13,24.1,102.41,0
Coastal Celebration,2017/2/2,7:00:00,2.25,-9.9,40.5,55,10,24.1,102.385,0
Bowen Queen,2017/2/2,7:00:00,2.25,-9.9,40.5,55,10,24.1,102.385,1
Bowen Queen,2017/2/2,8:35:00,2.65,-9.7,40,55,11.5,24.1,102.395,1
Queen of Cumberland,2017/2/2,9:00:00,3.3,-9.9,37.5,60,12,24.1,102.38,0
Coastal Reissance,2017/2/2,9:00:00,3.3,-9.9,37.5,60,12,24.1,102.38,0
Mayne Queen,2017/2/2,9:10:00,3.3,-9.9,37.5,60,12,24.1,102.38,0
Bowen Queen,2017/2/2,10:25:00,4.05,-10.9,33,50,10.5,24.1,102.355,1
Coastal Celebration,2017/2/2,11:00:00,4.9,-12.25,28,40,11.5,24.1,102.29,0
Queen of Cumberland,2017/2/2,11:00:00,4.9,-12.25,28,40,11.5,24.1,102.29,0
Bowen Queen,2017/2/2,13:25:00,5.7,-12.4,26,40,15.5,24.1,102.075,1
Coastal Reissance,2017/2/2,13:00:00,5.7,-12.4,26,40,15.5,24.1,102.075,1
Mayne Queen,2017/2/2,14:50:00,6,-11.65,27,45,16.5,24.1,101.97,0
Queen of Cumberland,2017/2/2,14:15:00,6,-11.65,27,45,16.5,24.1,101.97,1
Coastal Celebration,2017/2/2,15:00:00,6.15,-11.05,28,55,15.5,24.1,101.885,1
Bowen Queen,2017/2/2,15:00:00,6.15,-11.05,28,55,15.5,24.1,101.885,1
Queen of Cumberland,2017/2/2,16:15:00,5.85,-9.9,31.5,65,10.5,24.1,101.82,1
Coastal Reissance,2017/2/2,17:00:00,5.3,-8.6,36,60,8,24.1,101.755,1
Bowen Queen,2017/2/2,17:00:00,5.3,-8.6,36,60,8,24.1,101.755,1
Queen of Cumberland,2017/2/2,18:30:00,4.85,-7.8,39.5,45,8,24.1,101.695,0
Mayne Queen,2017/2/2,19:40:00,4.7,-7,42.5,35,8,24.1,101.63,0
Bowen Queen,2017/2/2,19:00:00,4.7,-7,42.5,35,8,24.1,101.63,0
Coastal Celebration,2017/2/2,19:00:00,4.7,-7,42.5,35,8,24.1,101.63,1
Bowen Queen,2017/2/2,21:00:00,4.8,-6.8,43,40,12,24.1,101.52,1
Coastal Reissance,2017/2/2,21:00:00,4.8,-6.8,43,40,12,24.1,101.52,0
